Orbit,Sub-Solar Lat,Observation,Day of Year,Sequence,MET,Start UTC,End UTC,Sequence ID,Filters,Nonzero Exp Images,Zero Exp Images,Compression,Observation,Brief Description,Detailed Description,Predict Plot,Predict Plot,Predict Plot
51 km,15.4,MSI_XREQ13_142b,2000-142,00136,0134357558-0134374463,2000-142T22:15:29,2000-143T02:57:14,1,4,246,0,table6,MSI_XREQ13_142b,Take images while XGRS controls pointing,,msi_xreq13_142b.gif,,
,,OPN_143a_KF,2000-143,00136,0134375132-0134376214,2000-143T03:08:23,2000-143T03:26:25,27,4,12,0,table5,OPN_143a_KF,2 2x3 mosaics pointed to NAV landmarks,opnav.txt,opn_143a_kf.gif,,
,,MSI_XREQ14_143a,2000-143,00136,0134377298-0134403272,2000-143T03:44:29,2000-143T10:57:23,1,4,352,0,table6,MSI_XREQ14_143a,Take images while XGRS controls pointing,,msi_xreq14_143a.gif,,
,,OPN_143b_DKF,2000-143,00136,0134404418-0134405445,2000-143T11:16:29,2000-143T11:33:36,27,4,12,0,table5,OPN_143b_DKF,2 2x3 mosaics pointed to NAV landmarks,opnav.txt,opn_143b_dkf.gif,,
,,MSI_Starcal_143,2000-143,00143,0134433248-0134433254,2000-143T19:16:59,2000-143T19:17:05,29,0,4,0,lossless,MSI_Starcal_143,Take images during ParkMode for temp vs pt,,,,
,,OPN_143c_KF,2000-143,00143,0134433767-0134434849,2000-143T19:25:38,2000-143T19:43:40,27,4,12,0,table5,OPN_143c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_143c_kf.gif,,
,,MSI_XREQ01_143b,2000-143,00143,0134435918-0134464540,2000-143T20:01:29,2000-144T03:58:31,30,4,160,160,table5,MSI_XREQ01_143b,Take images while XGRS controls pointing,,msi_xreq01_143b.gif,,
,,OPN_144a_KF,2000-144,00143,0134465132-0134466214,2000-144T04:08:23,2000-144T04:26:25,27,4,12,0,table5,OPN_144a_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_144a_kf.gif,,
,,MSI_XREQ02_144a,2000-144,00143,0134467718-0134493818,2000-144T04:51:29,2000-144T12:06:29,18,4,291,0,table5,MSI_XREQ02_144a,Take images while XGRS controls pointing,,msi_xreq02_144a.gif,,
,,OPN_144b_KF,2000-144,00143,0134494412-0134495494,2000-144T12:16:23,2000-144T12:34:25,27,4,12,0,table5,OPN_144b_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_144b_kf.gif,,
,,OPN_144c_KF,2000-144,00143,0134523032-0134524114,2000-144T20:13:23,2000-144T20:31:25,27,4,12,0,table5,OPN_144c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_144c_kf.gif,,
,,MSI_ParkStar_144,2000-144,00143,0134526608-0134526614,2000-144T21:12:59,2000-144T21:13:05,29,0,4,0,lossless,MSI_ParkStar_144,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ03_144b,2000-144,00143,0134533958-0134551012,2000-144T23:15:29,2000-145T03:59:43,9,4,50,50,lossless,MSI_XREQ03_144b,Take images while XGRS controls pointing,,msi_xreq03_144b.gif,,
,,OPN_145a_KF,2000-145,00143,0134551532-0134552614,2000-145T04:08:23,2000-145T04:26:25,27,4,12,0,table5,OPN_145a_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_145a_kf.gif,,
,,MSI_XREQ04_145a,2000-145,00143,0134554118-0134576150,2000-145T04:51:29,2000-145T10:58:41,8,4,135,0,lossless,MSI_XREQ04_145a,Take images while XGRS controls pointing,,msi_xreq04_145a.gif,,
,,OPN_145b_KF,2000-145,00143,0134576732-0134577814,2000-145T11:08:23,2000-145T11:26:25,27,4,12,0,table5,OPN_145b_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_145b_kf.gif,,
,,OPN_145c_KF,2000-145,00143,0134605832-0134606914,2000-145T19:13:23,2000-145T19:31:25,27,4,12,0,table5,OPN_145c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_145c_kf.gif,,
,,MSI_ParkStar_145,2000-145,00143,0134613008-0134613014,2000-145T21:12:59,2000-145T21:13:05,29,0,4,0,lossless,MSI_ParkStar_145,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ05_145b,2000-145,00143,0134616698-0134633692,2000-145T22:14:29,2000-146T02:57:43,30,4,119,119,table5,MSI_XREQ05_145b,Take images while XGRS controls pointing,,msi_xreq05_145b.gif,,
,,OPN_146a_DKF,2000-146,00143,0134634332-0134635353,2000-146T03:08:23,2000-146T03:25:24,27,4,12,0,table5,OPN_146a_DKF,2x3s pointed to landmarks (Double K),opnav.txt,opn_146a_dkf.gif,,
50 km,14.1,MSI_XREQ06_146a,2000-146,00143,0134636918-0134663021,2000-146T03:51:29,2000-146T11:06:32,18,4,340,0,table5,MSI_XREQ06_146a,Take images while XGRS controls pointing,,msi_xreq06_146a.gif,,
,,OPN_146b_DKF,2000-146,00143,0134663612-0134664633,2000-146T11:16:23,2000-146T11:33:24,27,4,12,0,table5,OPN_146b_DKF,2x3s pointed to landmarks (Double K),opnav.txt,opn_146b_dkf.gif,,
,,OPN_146c_KF,2000-146,00143,0134692232-0134693314,2000-146T19:13:23,2000-146T19:31:25,27,4,12,0,table5,OPN_146c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_146c_kf.gif,,
,,MSI_ParkStar_146,2000-146,00143,0134699408-0134699414,2000-146T21:12:59,2000-146T21:13:05,29,0,4,0,lossless,MSI_ParkStar_146,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ07_146b,2000-146,00143,0134703158-0134723618,2000-146T22:15:29,2000-147T03:56:29,8,4,125,0,table5,MSI_XREQ07_146b,Take images while XGRS controls pointing,,msi_xreq07_146b.gif,,
,,OPN_147a_KF,2000-147,00143,0134724332-0134725414,2000-147T04:08:23,2000-147T04:26:25,27,4,12,0,table5,OPN_147a_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_147a_kf.gif,,
,,MSI_XREQ08_147a,2000-147,00143,0134726918-0134752960,2000-147T04:51:29,2000-147T12:05:31,9,4,94,94,lossless,MSI_XREQ08_147a,Take images while XGRS controls pointing,,msi_xreq08_147a.gif,,
,,OPN_147b_KF,2000-147,00143,0134753612-0134754694,2000-147T12:16:23,2000-147T12:34:25,27,4,12,0,table5,OPN_147b_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_147b_kf.gif,,
,,OPN_147c_KF,2000-147,00143,0134782232-0134783314,2000-147T20:13:23,2000-147T20:31:25,27,4,12,0,table5,OPN_147c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_147c_kf.gif,,
,,MSI_ParkStar_147,2000-147,00143,0134789408-0134789414,2000-147T22:12:59,2000-147T22:13:05,29,0,4,0,lossless,MSI_ParkStar_147,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ09_147b,2000-147,00143,0134793158-0134810100,2000-147T23:15:29,2000-148T03:57:51,30,4,122,122,table5,MSI_XREQ09_147b,Take images while XGRS controls pointing,,msi_xreq09_147b.gif,,
,,OPN_148a_KF,2000-148,00143,0134810732-0134811814,2000-148T04:08:23,2000-148T04:26:25,27,4,12,0,table5,OPN_148a_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_148a_kf.gif,,
,,MSI_XREQ10_148a,2000-148,00143,0134813318-0134835896,2000-148T04:51:29,2000-148T11:07:47,18,4,319,0,table5,MSI_XREQ10_148a,Take images while XGRS controls pointing,,msi_xreq10_148a.gif,,
,,OPN_148b_KF,2000-148,00143,0134836412-0134837494,2000-148T11:16:23,2000-148T11:34:25,27,4,12,0,table5,OPN_148b_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_148b_kf.gif,,
,,OPN_148c_KF,2000-148,00143,0134865032-0134866114,2000-148T19:13:23,2000-148T19:31:25,27,4,12,0,table5,OPN_148c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_148c_kf.gif,,
,,MSI_ParkStar_148,2000-148,00143,0134872208-0134872214,2000-148T21:12:59,2000-148T21:13:05,29,0,4,0,lossless,MSI_ParkStar_148,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ11_148b,2000-148,00143,0134875958-0134892958,2000-148T22:15:29,2000-149T02:58:49,8,4,137,0,lossless,MSI_XREQ11_148b,Take images while XGRS controls pointing,,msi_xreq11_148b.gif,,
,,OPN_149a_KF,2000-149,00143,0134893532-0134894614,2000-149T03:08:23,2000-149T03:26:25,27,4,12,0,table5,OPN_149a_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_149a_kf.gif,,
,,MSI_XREQ12_149a,2000-149,00143,0134896118-0134922160,2000-149T03:51:29,2000-149T11:05:31,9,4,94,94,lossless,MSI_XREQ12_149a,Take images while XGRS controls pointing,,msi_xreq12_149a.gif,,
,,OPN_149b_KF,2000-149,00143,0134922812-0134923894,2000-149T11:16:23,2000-149T11:34:25,27,4,12,0,table5,OPN_149b_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_149b_kf.gif,,
50 km,12.7,OPN_149c_KF,2000-149,00143,0134951432-0134952514,2000-149T19:13:23,2000-149T19:31:25,27,4,12,0,table5,OPN_149c_KF,2x3s pointed to landmarks (Double K),opnav.txt,opn_149c_kf.gif,,
,,MSI_ParkStar_149,2000-149,00143,0134958608-0134958614,2000-149T21:12:59,2000-149T21:13:05,29,0,4,0,lossless,MSI_ParkStar_149,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ13_149b,2000-149,00143,0134962358-0134979352,2000-149T22:15:29,2000-150T02:58:43,30,4,119,119,table5,MSI_XREQ13_149b,Take images while XGRS controls pointing,,msi_xreq13_149b.gif,,
,,OPN_150a_DKF,2000-150,00143,0134979932-0134980953,2000-150T03:08:23,2000-150T03:25:24,27,4,12,0,table5,OPN_150a_DKF,2x3s pointed to landmarks (Double K),opnav.txt,opn_150a_dkf.gif,,
,,MSI_XREQ14_150a,2000-150,00143,0134982518-0135008621,2000-150T03:51:29,2000-150T11:06:32,18,4,340,0,table5,MSI_XREQ14_150a,Take images while XGRS controls pointing,,msi_xreq14_150a.gif,,
,,OPN_150b_DKF,2000-150,00143,0135009212-0135010233,2000-150T11:16:23,2000-150T11:33:24,27,4,12,0,table5,OPN_150b_DKF,2x3s pointed to landmarks (Double K),opnav.txt,opn_150b_dkf.gif,,
,,MSI_StarCal_150,2000-150,00150,0135037613-0135037619,2000-150T19:09:44,2000-150T19:09:50,29,0,4,0,lossless,MSI_StarCal_150,Take images during ParkMode for temp vs pt,,.,,
,,OPN_150c_KH,2000-150,00150,0135038138-0135039597,2000-150T19:18:29,2000-150T19:42:48,27,4,15,0,table5,OPN_150c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_150c_kh.gif,,
,,MSI_XREQ01_150b,2000-150,00150,0135040238-0135065585,2000-150T19:53:29,2000-151T02:55:56,30,4,138,138,table5,MSI_XREQ01_150b,Take images while XGRS controls pointing,,.,,
,,OPN_151a_DKH,2000-151,00150,0135066338-0135067737,2000-151T03:08:29,2000-151T03:31:48,27,4,18,0,table5,OPN_151a_DKH,3x3s pointed to landmarks (Double K),opnav.txt,opn_151a_dkh.gif,,
,,MSI_XREQ02_151a,2000-151,00150,0135068438-0135094310,2000-151T03:43:29,2000-151T10:54:41,18,4,232,0,table5,MSI_XREQ02_151a,Take images while XGRS controls pointing,,.,,
,,OPN_151b_DKH,2000-151,00150,0135095559-0135096958,2000-151T11:15:30,2000-151T11:38:49,27,4,18,0,table5,OPN_151b_DKH,3x3s pointed to landmarks (Double K),opnav.txt,opn_151b_dkh.gif,,
,,OPN_151c_KH,2000-151,00150,0135124298-0135125757,2000-151T19:14:29,2000-151T19:38:48,27,4,18,0,table5,OPN_151c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_1501c_kh.gif,,
,,MSI_ParkStar_151,2000-151,00150,0135131408-0135131414,2000-151T21:12:59,2000-151T21:13:05,29,0,4,0,lossless,MSI_ParkStar_151,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ03_151b,2000-151,00150,0135135098-0135151300,2000-151T22:14:29,2000-152T02:44:31,9,4,31,31,lossless,MSI_XREQ03_151b,Take images while XGRS controls pointing,,.,,
,,OPN_152a_KH,2000-152,00150,0135152738-0135154197,2000-152T03:08:29,2000-152T03:32:48,27,4,18,0,table5,OPN_152a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_152a_kh.gif,,
,,MSI_XREQ04_152a,2000-152,00150,0135154838-0135188838,2000-152T03:43:29,2000-152T13:10:09,8,4,86,0,lossless,MSI_XREQ04_152a,Take images while XGRS controls pointing,,.,,
,,OPN_152b_KH,2000-152,00150,0135192038-0135193497,2000-152T14:03:29,2000-152T14:27:48,27,4,18,0,table5,OPN_152b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_152b_kh.gif,,
,,OPN_152c_KH,2000-152,00150,0135221138-0135222597,2000-152T22:08:29,2000-152T22:32:48,27,4,18,0,table5,OPN_152c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_152c_kh.gif,,
,,MSI_ParkStar_152,2000-152,00150,0135226808-0135226814,2000-152T23:42:59,2000-152T23:43:05,29,0,4,0,lossless,MSI_ParkStar_152,Take images during ParkMode for temp vs pt,,.,,
52 km,11.1,MSI_XREQ05_152b,2000-153,00150,0135232238-0135238453,2000-153T01:13:29,2000-153T02:57:04,30,4,110,110,table5,MSI_XREQ05_152b,Take images while XGRS controls pointing,,.,,
,,OPN_153a_KH,2000-153,00150,0135239138-0135240597,2000-153T03:08:29,2000-153T03:32:48,27,4,18,0,table5,OPN_153a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_153a_kh.gif,,
,,MSI_XREQ06_153a,2000-153,00150,0135241238-0135266906,2000-153T03:43:29,2000-153T10:51:17,18,4,272,0,table5,MSI_XREQ06_153a,Take images while XGRS controls pointing,,.,,
,,OPN_153b_KH,2000-153,00150,0135268359-0135269818,2000-153T11:15:30,2000-153T11:39:49,27,4,18,0,table5,OPN_153b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_153b_kh.gif,,
,,OPN_153c_KH,2000-153,00150,0135297098-0135298557,2000-153T19:14:29,2000-153T19:38:48,27,4,18,0,table5,OPN_153c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_153c_kh.gif,,
,,MSI_ParkStar_153,2000-153,00150,0135304208-0135304214,2000-153T21:12:59,2000-153T21:13:05,29,0,4,0,lossless,MSI_ParkStar_153,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ07_153b,2000-153,00150,0135307898-0135324840,2000-153T22:14:29,2000-154T02:56:51,9,4,55,55,lossless,MSI_XREQ07_153b,Take images while XGRS controls pointing,,.,,
,,OPN_154a_DKH,2000-154,00150,0135325538-0135326937,2000-154T03:08:29,2000-154T03:31:48,27,4,18,0,table5,OPN_154a_DKH,3x3s pointed to landmarks (Double K),opnav.txt,opn_154a_dkh.gif,,
,,MSI_XREQ08_154a,2000-154,00150,0135327638-0135353390,2000-154T03:43:29,2000-154T10:52:41,8,4,149,0,lossless,MSI_XREQ08_154a,Take images while XGRS controls pointing,,.,,
,,OPN_154b_DKH,2000-154,00150,0135354760-0135356159,2000-154T11:15:31,2000-154T11:38:50,27,4,18,0,table5,OPN_154b_DKH,3x3s pointed to landmarks (Double K),opnav.txt,opn_154b_dkh.gif,,
,,OPN_154c_KH,2000-154,00150,0135383499-0135384958,2000-154T19:14:30,2000-154T19:38:49,27,4,18,0,table5,OPN_154c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_154c_kh.gif,,
,,MSI_ParkStar_154,2000-154,00150,0135390609-0135390615,2000-154T21:13:00,2000-154T21:13:06,29,0,4,0,lossless,MSI_ParkStar_154,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ09_154b,2000-154,00150,0135394359-0135411293,2000-154T22:15:30,2000-155T02:57:44,30,4,103,103,table5,MSI_XREQ09_154b,Take images while XGRS controls pointing,,.,,
,,OPN_155a_KH,2000-155,00150,0135411939-0135413398,2000-155T03:08:30,2000-155T03:32:49,27,4,18,0,table5,OPN_155a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_155a_kh.gif,,
,,MSI_XREQ10_155a,2000-155,00150,0135414039-0135443329,2000-155T03:43:30,2000-155T11:51:40,18,4,291,0,table5,MSI_XREQ10_155a,Take images while XGRS controls pointing,,.,,
,,OPN_155b_KH,2000-155,00150,0135444760-0135446219,2000-155T12:15:31,2000-155T12:39:50,27,4,18,0,table5,OPN_155b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_155b_kh.gif,,
,,OPN_155c_KH,2000-155,00150,0135473499-0135474958,2000-155T20:14:30,2000-155T20:38:49,27,4,18,0,table5,OPN_155c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_155c_kh.gif,,
,,MSI_ParkStar_155,2000-155,00150,0135480609-0135480615,2000-155T22:13:00,2000-155T22:13:06,29,0,4,0,lossless,MSI_ParkStar_155,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ11_155b,2000-155,00150,0135484359-0135501268,2000-155T23:15:30,2000-156T03:57:19,9,4,54,54,lossless,MSI_XREQ11_155b,Take images while XGRS controls pointing,,.,,
,,OPN_156a_KH,2000-156,00150,0135501939-0135503398,2000-156T04:08:30,2000-156T04:32:49,27,4,18,0,table5,OPN_156a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_156a_kh.gif,,
51 km,10.2,MSI_XREQ12_156a,2000-156,00150,0135504039-0135531551,2000-156T04:43:30,2000-156T12:22:02,8,4,153,0,lossless,MSI_XREQ12_156a,Take images while XGRS controls pointing,,.,,
,,OPN_156b_KH,2000-156,00150,0135532960-0135534419,2000-156T12:45:31,2000-156T13:09:50,27,4,18,0,table5,OPN_156b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_156b_kh.gif,,
,,OPN_156c_KH,2000-156,00150,0135561699-0135563158,2000-156T20:44:30,2000-156T21:08:49,27,4,18,0,table5,OPN_156c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_156c_kh.gif,,
,,MSI_ParkStar_156,2000-156,00150,0135568809-0135568815,2000-156T22:43:00,2000-156T22:43:06,29,0,4,0,lossless,MSI_ParkStar_156,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ13_156b,2000-156,00150,0135572559-0135587555,2000-156T23:45:30,2000-157T03:55:26,30,4,103,103,table5,MSI_XREQ13_156b,Take images while XGRS controls pointing,,.,,
,,OPN_157a_DKH,2000-157,00150,0135588339-0135589738,2000-157T04:08:30,2000-157T04:31:49,27,4,18,0,table5,OPN_157a_DKH,Two 3x3s pointed to landmarks,opnav.txt,opn_157a_dkh.gif,,
,,MSI_XREQ14_157a,2000-157,00150,0135590439-0135616359,2000-157T04:43:30,2000-157T11:55:30,18,4,289,0,table5,MSI_XREQ14_157a,Take images while XGRS controls pointing,,msi_xreq14_172a.gif,,
,,OPN_157b_DKH,2000-157,00150,0135617560-0135618959,2000-157T12:15:31,2000-157T12:38:50,27,4,18,0,table5,OPN_157b_DKH,Two 3x3s pointed to landmarks,opnav.txt,opn_157b_dkh.gif,,
,,OPN_157c_KH,2000-157,00157,0135646228-0135647627,2000-157T20:13:19,2000-157T20:36:38,27,4,18,0,table5,OPN_157c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_157c_kh.gif,,
,,MSI_ParkStar_157,2000-157,00157,0135652869-0135652875,2000-157T22:04:00,2000-157T22:04:06,29,0,4,0,lossless,MSI_ParkStar_157,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ01_157b,2000-157,00157,0135657039-0135674041,2000-157T23:13:30,2000-158T03:56:52,9,4,69,69,lossless,MSI_XREQ01_157b,Take images while XGRS controls pointing,,.,,
,,OPN_158a_KH,2000-158,00157,0135674668-0135676067,2000-158T04:07:19,2000-158T04:30:38,27,4,18,0,table5,OPN_158a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_158a_kh.gif,,
,,MSI_XREQ02_158a,2000-158,00157,0135676719-0135699471,2000-158T04:41:30,2000-158T11:00:42,9,4,92,92,lossless,MSI_XREQ02_158a,Take images while XGRS controls pointing,,.,,
,,OPN_158b_KH,2000-158,00157,0135700408-0135701807,2000-158T11:16:19,2000-158T11:39:38,27,4,18,0,table5,OPN_158b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_158b_kh.gif,,
,,OPN_158c_KH,2000-158,00157,0135729028-0135730427,2000-158T19:13:19,2000-158T19:36:38,27,4,18,0,table5,OPN_158c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_158c_kh.gif,,
,,MSI_ParkStar_158,2000-158,00157,0135735669-0135735675,2000-158T21:04:00,2000-158T21:04:06,29,0,4,0,lossless,MSI_ParkStar_158,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ03_158b,2000-158,00157,0135739839-0135756599,2000-158T22:13:30,2000-159T02:52:50,30,4,50,50,table5,MSI_XREQ03_158b,Take images while XGRS controls pointing,,.,,
,,OPN_159a_KH,2000-159,00157,0135757468-0135758867,2000-159T03:07:19,2000-159T03:30:38,27,4,18,0,table5,OPN_159a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_159a_kh.gif,,
,,MSI_XREQ04_159a,2000-159,00157,0135759519-0135796201,2000-159T03:41:30,2000-159T13:52:52,30,4,132,132,table5,MSI_XREQ04_159a,Take images while XGRS controls pointing,,.,,
,,OPN_159b_KH,2000-159,00157,0135796828-0135798227,2000-159T14:03:19,2000-159T14:26:38,27,4,18,0,table5,OPN_159b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_159b_kh.gif,,
50 km,8.8,OPN_159c_KH,2000-159,00157,0135826408-0135827807,2000-159T22:16:19,2000-159T22:39:38,27,4,18,0,table5,OPN_159c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_159c_kh.gif,,
,,MSI_ParkStar_159,2000-159,00157,0135829809-0135829815,2000-159T23:13:00,2000-159T23:13:06,29,0,4,0,lossless,MSI_ParkStar_159,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ05_159b,2000-160,00157,0135837039-0135843303,2000-160T01:13:30,2000-160T02:57:54,9,4,32,32,lossless,MSI_XREQ05_159b,Take images while XGRS controls pointing,,.,,
,,OPN_160a_KH,2000-160,00157,0135843868-0135845267,2000-160T03:07:19,2000-160T03:30:38,27,4,18,0,table5,OPN_160a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_160a_kh.gif,,
,,MSI_XREQ06_160a,2000-160,00157,0135845919-0135872441,2000-160T03:41:30,2000-160T11:03:32,9,4,131,131,lossless,MSI_XREQ06_160a,Take images while XGRS controls pointing,,.,,
,,OPN_160b_KH,2000-160,00157,0135873208-0135874607,2000-160T11:16:19,2000-160T11:39:38,27,4,18,0,table5,OPN_160b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_160b_kh.gif,,
,,OPN_160c_KH,2000-160,00157,0135901828-0135903227,2000-160T19:13:19,2000-160T19:36:38,27,4,18,0,table5,OPN_160c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_160c_kh.gif,,
,,MSI_ParkStar_160,2000-160,00157,0135908469-0135908475,2000-160T21:04:00,2000-160T21:04:06,29,0,4,0,lossless,MSI_ParkStar_160,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ07_160b,2000-160,00157,0135912639-0135930001,2000-160T22:13:30,2000-161T03:02:52,9,4,57,57,lossless,MSI_XREQ07_160b,Take images while XGRS controls pointing,,.,,
,,OPN_161a_DKF,2000-161,00157,0135930339-0135931366,2000-161T03:08:30,2000-161T03:25:37,27,4,12,0,table5,OPN_161a_DKF,Two 2x3s pointed to landmarks,opnav.txt,opn_161a_dkf.gif,,
,,MSI_XREQ08_161a,2000-161,00157,0135932319-0135959111,2000-161T03:41:30,2000-161T11:08:02,9,4,95,95,lossless,MSI_XREQ08_161a,Take images while XGRS controls pointing,,.,,
,,OPN_161b_DKF,2000-161,00157,0135959739-0135960766,2000-161T11:18:30,2000-161T11:35:37,27,4,12,0,table5,OPN_161b_DKF,Two 2x3s pointed to landmarks,opnav.txt,opn_161b_dkf.gif,,
,,OPN_161c_KH,2000-161,00157,0135988228-0135989627,2000-161T19:13:19,2000-161T19:36:38,27,4,18,0,table5,OPN_161c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_161c_kh.gif,,
,,MSI_ParkStar_161,2000-161,00157,0135994869-0135994875,2000-161T21:04:00,2000-161T21:04:06,29,0,4,0,lossless,MSI_ParkStar_161,Take images during ParkMode for temp vs pt,,.,,
,,MSI_XREQ09_161b,2000-161,00157,0135999039-0136016121,2000-161T22:13:30,2000-162T02:58:12,9,4,57,57,lossless,MSI_XREQ09_161b,Take images while XGRS controls pointing,,.,,
,,OPN_162a_KH,2000-162,00157,0136016668-0136018067,2000-162T03:07:19,2000-162T03:30:38,27,4,18,0,table5,OPN_162a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_162a_kh.gif,,
,,MSI_XREQ10_162a,2000-162,00157,0136018719-0136045505,2000-162T03:41:30,2000-162T11:07:56,9,4,94,94,lossless,MSI_XREQ10_162a,Take images while XGRS controls pointing,,.,,
,,OPN_162b_KH,2000-162,00157,0136046008-0136047407,2000-162T11:16:19,2000-162T11:39:38,27,4,18,0,table5,OPN_162b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_162b_kh.gif,,
,,OPN_162c_KH,2000-162,00157,0136074628-0136076027,2000-162T19:13:19,2000-162T19:36:38,27,4,18,0,table5,OPN_162c_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_162c_kh.gif,,
,,MSI_ParkStar_162,2000-162,00157,0136081269-0136081275,2000-162T21:04:00,2000-162T21:04:06,29,0,4,0,lossless,MSI_ParkStar_162,Take images during ParkMode for temp vs pt,,.,,
52 km,7.7,MSI_XREQ11_162b,2000-162,00157,0136085439-0136102521,2000-162T22:13:30,2000-163T02:58:12,9,4,57,57,lossless,MSI_XREQ11_162b,Take images while XGRS controls pointing,,.,,
,,OPN_163a_KH,2000-163,00157,0136103068-0136104467,2000-163T03:07:19,2000-163T03:30:38,27,4,18,0,table5,OPN_163a_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_163a_kh.gif,,
,,MSI_XREQ12_163a,2000-163,00157,0136105119-0136131905,2000-163T03:41:30,2000-163T11:07:56,9,4,94,94,lossless,MSI_XREQ12_163a,Take images while XGRS controls pointing,,.,,
,,OPN_163b_KH,2000-163,00157,0136132408-0136133807,2000-163T11:16:19,2000-163T11:39:38,27,4,18,0,table5,OPN_163b_KH,Two 3x3s pointed to landmarks,opnav.txt,opn_163b_kh.gif,,
